latitude,longitude,hour_of_day,is_weekend,street_lit,commercial_density,recent_incidents_count,target_risk_score
26.1496452,91.6475047,21,0,1,0.65,2,0.76
26.1483886,91.7012939,15,0,1,0.26,2,1.72
26.1527782,91.6804953,14,0,1,0.68,5,0.51
26.1635244,91.6745606,16,0,1,0.52,0,0.8
26.1608232,91.6901231,8,1,1,0.61,4,0.7
26.1683513,91.7377017,14,0,0,0.27,0,3.43
26.1720794,91.7661869,16,1,0,0.49,3,3.66
26.1438847,91.6847105,1,0,0,0.66,2,8.38
26.1438146,91.6970795,21,1,1,0.67,2,0.03
26.1529335,91.6896752,17,1,0,0.72,4,2.42
26.1608993,91.6896984,6,0,0,0.36,0,4.28
26.1693615,91.7165562,4,1,1,0.57,3,4.94
26.203242,91.8042267,3,0,0,0.48,3,8.57
26.1750175,91.7412794,9,0,1,0.84,3,0.0
26.163307,91.6578956,4,0,1,0.63,1,4.78
26.1966467,91.7962441,14,0,1,0.69,2,0.6
26.1686496,91.6781702,4,0,1,0.11,0,5.4
26.1913963,91.7532999,7,0,0,0.84,3,4.25
26.15939,91.7034664,16,1,1,0.3,2,1.72
26.1972096,91.7714973,15,0,1,0.47,0,0.36
26.1125701,91.6926996,19,1,0,0.54,0,3.05
26.1836322,91.7859316,3,0,1,0.2,0,4.91
26.1464219,91.669298,18,0,1,0.4,0,0.94
26.1903836,91.7977173,15,0,0,0.67,0,1.7
26.1195442,91.7154722,2,0,1,0.45,5,5.02
26.186955,91.7796864,18,0,1,0.51,5,0.86
26.1834562,91.7821321,11,0,1,0.27,0,1.82
26.1523521,91.6847753,23,1,1,0.46,1,5.49
26.1537476,91.7156517,8,1,1,0.76,1,0.84
26.1573352,91.6855695,19,0,1,0.9,1,0.0
26.1836322,91.7859316,15,0,1,0.28,3,1.37
26.1701862,91.6821407,9,0,1,0.8,3,0.62
26.1299049,91.7208247,6,0,1,0.36,4,2.36
26.1666579,91.7429549,10,1,1,0.27,3,1.54
26.1454726,91.6780694,3,0,1,0.87,5,5.34
26.149548,91.6700565,16,1,1,0.38,4,1.09
26.1471109,91.697277,19,0,1,0.4,5,1.11
26.1884424,91.7723042,9,1,1,0.18,2,2.51
26.1599268,91.7174808,16,1,0,0.27,3,2.24
26.1415913,91.6756736,18,1,0,0.2,0,3.89
26.1852066,91.7600356,4,0,1,0.59,0,4.42
26.1336765,91.6720869,12,0,1,0.24,0,0.54
26.1814114,91.7435647,9,0,0,0.62,3,2.71
26.1936495,91.7947437,14,0,1,0.63,4,0.84
26.1423028,91.6637764,14,0,1,0.3,2,1.35
26.1270057,91.712848,18,0,0,0.56,1,3.63
26.184884,91.7713092,17,1,1,0.84,5,0.09
26.161125,91.6915025,18,0,1,0.86,5,0.07
26.1701118,91.7660556,0,1,1,0.76,4,6.33
26.1915875,91.7902576,15,0,0,0.15,0,3.74
26.1468986,91.6632416,22,1,1,0.88,3,4.96
26.1883585,91.7699052,12,0,1,0.24,1,2.4
26.1434684,91.6776359,6,0,1,0.62,0,1.84
26.1812492,91.7743663,6,0,1,0.74,1,1.75
26.1558348,91.6755741,15,0,0,0.11,5,3.25
26.1307998,91.7178973,20,0,0,0.43,4,3.36
26.1875358,91.7810833,21,1,1,0.48,2,0.42
26.1898818,91.8010113,9,1,0,0.38,3,3.35
26.1636146,91.7465001,2,0,0,0.44,1,8.18
26.1865211,91.7717901,4,0,1,0.65,2,5.62
26.1500695,91.68347,13,0,1,0.79,0,0.57
26.119882,91.6872117,4,0,0,0.3,5,8.48
26.1634051,91.6768103,4,1,0,0.36,4,7.92
26.1732783,91.765394,12,1,1,0.74,4,0.53
26.178216,91.7617136,5,0,1,0.88,3,1.67
26.1671333,91.757834,10,0,1,0.41,3,0.9
26.1702519,91.7660592,22,0,0,0.61,3,8.55
26.1793449,91.7458472,23,0,1,0.69,4,4.51
26.1631792,91.657236,18,1,1,0.6,2,1.45
26.1744668,91.7392945,20,0,1,0.67,2,0.47
26.1616373,91.6728455,9,0,1,0.34,1,1.89
26.162457,91.6593281,14,0,0,0.82,0,2.02
26.1749093,91.7603311,1,0,1,0.41,4,4.35
26.1741763,91.7340152,11,1,1,0.38,4,1.03
26.1844003,91.7676593,7,1,1,0.59,1,1.94
26.1104276,91.6837889,15,0,1,0.3,0,1.74
26.1954408,91.7658064,19,0,1,0.24,4,1.6
26.1561297,91.6710105,12,0,1,0.83,2,0.11
26.1418889,91.6593711,19,0,1,0.28,1,1.76
26.1651891,91.6832392,9,0,0,0.33,0,3.23
26.1650463,91.7403349,16,0,1,0.21,2,1.81
26.1720947,91.7581236,1,1,1,0.19,2,5.02
26.1766257,91.7442717,16,1,1,0.18,0,1.49
26.1223757,91.6927944,10,0,1,0.76,0,0.86
26.1902187,91.7786269,2,0,1,0.45,3,4.82
26.1830349,91.7703545,10,0,1,0.4,2,1.12
26.1734884,91.7635632,22,1,0,0.86,5,8.3
26.1505017,91.7160718,10,0,1,0.22,4,0.52
26.1282716,91.6816378,7,1,0,0.55,1,4.59
26.1732065,91.7594926,0,0,1,0.28,5,6.14
26.1685266,91.7486668,20,0,1,0.81,1,0.47
26.1618154,91.6527084,21,0,0,0.88,4,1.35
26.1861399,91.7689816,5,0,1,0.81,5,1.98
26.1997408,91.8026633,14,0,1,0.48,5,1.95
26.1773554,91.7649329,19,0,1,0.24,1,1.19
26.1888207,91.7879078,7,1,0,0.59,5,4.27
26.1835587,91.7852679,23,1,1,0.25,0,6.38
26.1673403,91.7453724,7,1,0,0.63,1,4.8
26.1866627,91.7886362,11,0,0,0.33,1,2.66
26.1141532,91.6902158,2,0,0,0.74,0,8.59
26.1538121,91.7016755,21,0,1,0.76,2,0.03
26.1996393,91.7946126,9,0,0,0.27,2,3.36
26.1892849,91.7621681,13,0,1,0.86,5,0.27
26.1644031,91.7434359,6,0,0,0.14,1,4.05
26.167265,91.723749,3,0,1,0.63,2,5.28
26.1542433,91.7212109,15,0,0,0.58,0,3.13
26.184616,91.7747218,1,0,1,0.89,4,4.28
26.1700516,91.7549587,12,0,0,0.63,0,2.51
26.1613221,91.733399,5,0,1,0.81,5,1.45
26.1778725,91.751367,9,0,1,0.85,4,0.5
26.1436216,91.6497403,16,0,0,0.52,5,3.72
26.195818,91.7986919,8,1,0,0.7,4,2.75
26.1638376,91.6581051,5,0,1,0.23,0,2.73
26.1880886,91.7731659,9,0,0,0.55,3,2.66
26.1622903,91.6504984,3,0,1,0.29,2,5.58
26.1718567,91.7271942,17,1,1,0.34,3,1.35
26.1665788,91.7192222,0,1,1,0.34,4,6.48
26.1983857,91.7995557,4,0,0,0.31,5,8.6
26.1506392,91.692739,15,0,0,0.37,0,2.99
26.1888746,91.7923224,6,0,0,0.4,0,3.85
26.1602724,91.6779168,8,1,1,0.7,2,1.61
26.127979,91.7144627,21,1,1,0.69,3,0.09
26.1267278,91.6877991,4,0,1,0.42,4,4.91
26.1792603,91.7642808,19,0,1,0.58,1,0.35
26.1722009,91.7278356,1,1,1,0.72,3,5.63
26.1326091,91.6432504,18,1,1,0.29,3,1.98
26.1755613,91.7714936,7,0,0,0.3,4,3.77
26.1308552,91.6390814,12,1,1,0.39,4,1.06
26.1698388,91.6793074,16,0,1,0.11,1,3.04
26.1499184,91.6793354,5,0,0,0.59,4,3.97
26.1852276,91.7566743,5,1,1,0.19,5,1.53
26.1500467,91.6926465,3,1,1,0.62,0,5.47
26.1964197,91.8057113,5,0,1,0.14,4,1.39
26.1279405,91.7141462,20,0,1,0.17,5,1.66
26.1744668,91.7392945,16,0,1,0.7,0,0.83
26.1896071,91.7529968,4,0,0,0.27,0,8.68
26.1750917,91.7513157,5,0,1,0.12,2,1.8
26.1629002,91.6936685,3,1,1,0.62,2,5.74
26.1380589,91.6601642,21,0,0,0.83,5,1.8
26.1255971,91.7197864,22,0,1,0.76,2,4.34
26.1491968,91.6545164,3,0,1,0.67,0,5.44
26.1799178,91.7421725,2,0,0,0.57,4,9.3
26.1536143,91.6688713,15,0,1,0.7,2,0.0
26.1360606,91.6683499,18,0,1,0.24,3,1.82
26.1538382,91.6631868,14,0,1,0.15,0,1.52
26.1799015,91.752695,12,1,0,0.87,2,2.75
26.1422339,91.6557949,11,1,1,0.24,2,1.36
26.1834959,91.7844461,11,0,0,0.71,1,3.18
26.1491474,91.668665,4,1,1,0.11,3,4.81
26.1548887,91.6839524,17,1,1,0.36,4,1.61
26.1536557,91.6690647,5,0,1,0.89,0,2.79
26.1400029,91.6754864,3,0,1,0.79,3,4.74
26.1666672,91.7191411,0,0,0,0.2,0,8.55
26.1482295,91.6801454,22,1,1,0.87,2,5.27
26.1599436,91.6571556,4,1,1,0.81,3,3.86
26.1833845,91.7821254,19,1,0,0.36,0,3.35
26.1959378,91.8001311,8,0,1,0.33,5,1.18
26.1200307,91.717427,5,0,0,0.67,1,3.95
26.1557774,91.7022935,23,0,1,0.88,0,5.39
26.182942,91.7814875,16,1,1,0.62,3,1.42
26.1745151,91.7400165,11,0,1,0.31,5,1.94
26.1845371,91.766802,9,0,1,0.85,4,0.0
26.1713181,91.752961,5,0,1,0.75,4,1.93
26.1598487,91.7044523,3,0,0,0.71,4,8.77
26.1680133,91.7229765,12,1,0,0.9,2,2.38
26.1430684,91.6575764,8,0,1,0.8,4,0.0
26.1968898,91.788504,5,1,1,0.17,1,1.93
26.1515992,91.6543108,13,0,1,0.8,1,0.71
26.1560781,91.7306796,7,1,1,0.24,1,1.75
26.1522497,91.6585826,21,0,1,0.16,2,1.97
26.1636577,91.736472,5,0,0,0.4,5,4.02
26.161047,91.7110473,18,1,0,0.21,3,4.52
26.1602724,91.6779168,6,0,1,0.36,4,1.22
26.1911367,91.8011459,8,0,0,0.45,5,2.47
26.1940263,91.7797785,3,0,1,0.31,1,4.98
26.1686021,91.7477866,13,0,1,0.11,5,1.23
26.1957549,91.7890852,22,0,1,0.17,1,4.76
26.1792603,91.7642808,13,0,1,0.37,4,2.08
26.1685256,91.7607041,6,0,0,0.26,3,4.03
26.182223,91.7596258,9,1,1,0.18,0,1.88
26.1683703,91.6841736,6,0,1,0.42,1,0.88
26.1673331,91.7366381,8,1,1,0.43,0,1.87
26.1656624,91.7426017,9,0,0,0.44,1,2.76
26.1416082,91.6755944,10,0,1,0.32,0,1.95
26.1729248,91.7350279,7,0,1,0.26,4,1.18
26.1653105,91.7464373,0,0,1,0.7,1,4.98
26.1825613,91.7979807,18,0,0,0.15,3,3.94
26.1505703,91.6699531,16,0,1,0.76,3,1.04
26.1610375,91.66761,11,0,0,0.78,3,3.02
26.1376925,91.6507804,2,0,1,0.37,3,4.73
26.1492431,91.6844772,10,1,1,0.75,1,1.01
26.1676724,91.7240957,7,1,1,0.79,1,1.69
26.1237057,91.694349,19,0,1,0.81,3,0.2
26.1971275,91.7689764,14,0,0,0.15,1,3.39
26.1263706,91.718427,3,0,0,0.79,0,8.76
26.1598998,91.6883252,20,0,1,0.14,0,2.2
26.1464219,91.669298,8,1,1,0.13,0,1.72
26.142268,91.6758285,18,0,1,0.84,3,0.75
26.1464792,91.6649427,15,0,1,0.14,1,2.43
26.1616806,91.6504554,7,0,1,0.35,0,2.22
26.1843886,91.7770082,12,0,1,0.47,4,0.81
26.1840975,91.7496863,3,1,0,0.69,1,8.94
26.116323,91.6908968,6,0,1,0.87,5,2.28
26.1471109,91.697277,7,0,1,0.54,4,2.34
26.1606424,91.7176883,8,1,1,0.4,5,0.88
26.125752,91.6728259,22,1,1,0.73,4,4.48
26.174311,91.7431175,3,0,1,0.8,2,5.0
26.1955761,91.7967207,10,1,0,0.59,0,2.64
26.1601854,91.6854246,11,1,1,0.32,0,2.07
26.1579965,91.6645639,18,0,1,0.68,5,0.0
26.1140972,91.7043671,8,0,1,0.63,4,0.31
26.184202,91.7888598,22,0,1,0.4,1,4.46
26.1846016,91.7744564,5,0,0,0.88,0,4.62
26.1600267,91.6662499,14,0,1,0.85,1,0.0
26.180077,91.7511171,8,1,0,0.47,1,3.15
26.1477528,91.6879919,23,1,1,0.48,2,5.41
26.183423,91.7465317,13,1,0,0.45,4,3.08
26.1905322,91.8049957,6,1,1,0.43,2,1.72
26.1608359,91.7332542,12,0,1,0.9,3,0.9
26.1571301,91.6570949,6,0,1,0.2,5,2.09
26.1569858,91.6887456,20,1,1,0.17,5,1.33
26.1845209,91.7732044,23,0,1,0.83,4,4.9
26.2036454,91.8080078,0,1,1,0.48,1,6.12
26.1772555,91.7414896,18,1,0,0.9,5,1.43
26.1426122,91.6403891,16,0,1,0.56,3,0.1
26.117031,91.6894156,19,1,1,0.45,1,1.18
26.1633249,91.7126977,14,0,0,0.68,4,1.64
26.1800839,91.7805078,2,0,1,0.16,3,4.79
26.1605595,91.691152,1,1,0,0.62,2,9.49
26.1905897,91.7951775,9,0,1,0.12,0,2.43
26.1904277,91.7533926,18,0,1,0.8,1,0.95
26.1277999,91.7200868,18,0,1,0.17,2,1.4
26.1948336,91.7895456,10,0,0,0.45,3,3.43
26.1555931,91.6643866,11,0,1,0.26,4,1.61
26.1692575,91.6942812,16,1,1,0.71,4,0.27
26.163657,91.7510319,8,0,1,0.82,3,0.24
26.1726709,91.7333773,11,0,0,0.32,5,3.41
26.1637003,91.7533279,8,1,1,0.24,5,1.64
26.1544979,91.6628757,8,1,1,0.67,5,0.0
26.1860421,91.7683408,22,1,0,0.18,3,8.9
26.1655693,91.7312703,5,0,1,0.85,1,1.89
26.1582986,91.680985,5,1,0,0.14,0,3.78
26.1831866,91.745363,8,1,1,0.73,0,0.95
26.1855949,91.769328,19,0,1,0.39,0,1.01
26.1629086,91.7355021,15,1,1,0.7,1,0.11
26.153002,91.6965731,18,0,1,0.57,4,0.0
26.130666,91.7209643,1,0,1,0.39,3,4.99
26.1507757,91.7004509,19,0,1,0.75,5,0.71
26.1613221,91.733399,2,1,1,0.48,1,5.82
26.1381849,91.6695144,10,0,0,0.57,0,2.89
26.144695,91.6433368,3,0,1,0.41,3,4.87
26.1561297,91.6710105,15,0,0,0.7,3,3.02
26.1632694,91.6814187,8,0,0,0.88,0,2.74
26.1504663,91.7157878,8,0,1,0.59,5,0.05
26.149277,91.692457,20,1,1,0.76,3,0.82
26.1904668,91.7847902,3,0,1,0.82,4,5.18
26.1894494,91.800693,17,1,1,0.27,4,1.56
26.1420184,91.6933707,0,1,1,0.21,3,6.09
26.1705449,91.7676447,4,0,1,0.58,4,4.94
26.161243,91.6948312,20,0,1,0.17,4,1.74
26.1529335,91.6896752,4,0,0,0.48,2,8.73
26.1565443,91.6714303,23,0,1,0.49,4,4.85
26.1582876,91.6808707,16,0,0,0.24,0,3.97
26.1627688,91.6556803,23,0,1,0.27,2,4.25
26.1161428,91.6892129,6,0,1,0.84,3,1.81
26.1847745,91.7654594,21,0,1,0.69,3,0.53
26.1601171,91.7069313,7,0,0,0.38,3,3.76
26.1838108,91.7796216,3,0,0,0.61,3,7.72
26.1243482,91.6860473,19,0,1,0.58,4,1.24
26.1847222,91.7516085,14,0,0,0.5,0,3.67
26.1754042,91.7305079,18,0,1,0.15,2,2.47
26.1388054,91.7154631,21,1,1,0.26,4,2.25
26.1814099,91.7557795,19,1,1,0.73,1,0.4
26.141495,91.7259756,2,0,1,0.4,2,4.81
26.1966796,91.7945399,22,0,0,0.38,4,8.48
26.185336,91.8029702,4,0,1,0.34,1,4.43
26.189398,91.7759259,6,0,0,0.71,3,4.31
26.1853225,91.7815035,21,0,0,0.86,1,2.11
26.1840745,91.760729,20,1,0,0.6,2,3.14
26.1966796,91.7945399,11,1,1,0.25,5,0.15
26.1636949,91.7465666,17,1,0,0.8,4,3.07
26.170919,91.7335328,13,0,1,0.56,3,1.02
26.1871914,91.7567443,20,0,1,0.87,2,0.25
26.1849102,91.7569067,4,1,1,0.32,3,5.19
26.1697088,91.7547752,13,0,1,0.43,3,1.46
26.147517,91.6794276,17,0,1,0.25,2,1.18
26.1414425,91.6499147,2,1,1,0.46,0,6.21
26.1434213,91.6412018,18,0,1,0.81,4,1.0
26.146764,91.6650549,12,0,1,0.2,2,1.93
26.1898655,91.7874741,14,0,0,0.39,0,3.08
26.1542243,91.7314273,13,1,1,0.75,0,0.63
26.14333,91.7003391,12,0,0,0.23,0,4.12
26.1363787,91.6410446,12,0,0,0.56,4,3.0
26.1786349,91.7643026,0,0,1,0.16,2,5.04
26.1562418,91.7331879,2,0,1,0.76,5,5.06
26.1708742,91.7294079,23,0,1,0.51,5,4.65
26.1835959,91.7763101,11,0,1,0.58,3,0.32
26.1911752,91.7699697,9,0,0,0.85,4,1.71
26.1657784,91.6813783,2,0,1,0.51,0,5.35
26.1824871,91.7861277,13,0,0,0.62,3,2.44
26.1565443,91.6714303,11,0,1,0.68,4,1.5
26.155304,91.6763311,15,0,1,0.66,3,1.27
26.1677231,91.6847419,7,0,0,0.22,1,3.75
26.1626041,91.681755,4,0,0,0.73,1,8.17
26.1729574,91.7653195,21,1,1,0.45,4,1.1
26.1798143,91.7676374,8,0,1,0.19,4,1.62
26.1408611,91.6566217,4,0,1,0.7,4,5.59
26.1585184,91.7105819,6,0,1,0.73,4,2.18
26.1631004,91.6912806,23,0,0,0.62,3,8.3
26.1821042,91.7720687,23,0,1,0.44,0,5.02
26.2013844,91.8019402,4,0,1,0.68,4,4.22
26.1424832,91.665182,20,0,1,0.17,4,1.67
26.1504638,91.6849868,0,0,1,0.27,4,4.35
26.1557774,91.7022935,11,0,1,0.65,0,0.19
26.1499269,91.6711592,18,0,1,0.39,1,1.31
26.1657398,91.72422,17,0,1,0.76,5,0.29
26.1824871,91.7861277,3,0,1,0.89,3,3.49
26.1872302,91.7649244,22,0,0,0.69,4,8.7
26.18953,91.7558082,14,0,1,0.74,4,0.0
26.188845,91.7987193,23,0,1,0.19,1,4.79
26.1278935,91.7173989,14,1,1,0.77,4,1.18
26.1729192,91.7398054,3,1,1,0.78,3,5.9
26.1691883,91.7247122,16,0,1,0.6,5,0.0
26.1535349,91.6750932,19,0,0,0.71,4,2.9
26.1834939,91.7815043,0,0,1,0.52,0,5.31
26.1722109,91.7507963,3,1,1,0.16,2,5.7
26.1579633,91.6765413,3,0,1,0.12,1,5.11
26.183618,91.7459183,23,0,0,0.53,3,9.18
26.1662669,91.679406,3,0,1,0.21,2,5.53
26.1146996,91.6862508,21,0,0,0.31,4,3.23
26.1616917,91.6839647,0,0,1,0.46,2,4.82
26.1310424,91.7210338,16,0,0,0.19,5,3.03
26.1786349,91.7643026,6,1,1,0.79,0,3.16
26.1748926,91.7391256,18,0,1,0.59,1,1.31
26.1640709,91.7325354,16,0,1,0.81,0,0.17
26.1929456,91.7830913,9,0,1,0.82,1,0.0
26.1636338,91.6757802,22,0,1,0.62,3,5.21
26.1595788,91.7075996,13,0,1,0.1,3,1.2
26.1421458,91.7248862,21,0,1,0.58,3,0.5
26.1782681,91.7524183,8,1,0,0.59,2,3.01
26.1673211,91.7644376,11,0,0,0.78,0,2.55
26.1412573,91.7031651,20,0,1,0.26,0,1.03
26.147122,91.6420162,6,0,0,0.2,4,2.73
26.1840489,91.7707605,16,0,1,0.2,4,1.03
26.1633605,91.6950729,11,0,1,0.78,2,0.79
26.1611827,91.6806589,7,0,0,0.53,2,4.59
26.1224808,91.6921133,20,0,1,0.8,5,0.84
26.1282716,91.6816378,7,0,1,0.17,2,2.12
26.1498174,91.6726188,16,0,1,0.53,1,0.73
26.1909753,91.7902018,6,0,1,0.11,3,2.19
26.1838968,91.7640865,10,0,0,0.55,4,2.9
26.1934608,91.7605564,7,0,0,0.69,4,3.9
26.1483945,91.6405936,15,0,1,0.14,0,2.29
26.1627603,91.7348582,4,0,1,0.54,2,5.11
26.1759697,91.7636498,3,0,0,0.89,1,7.77
26.1911477,91.7842206,6,1,1,0.2,2,2.43
26.1947277,91.7818798,1,0,1,0.76,3,4.38
26.1431696,91.7024138,19,0,1,0.6,3,0.95
26.1805284,91.7619141,1,0,1,0.8,1,5.33
26.1684118,91.7254656,1,0,0,0.64,1,8.38
26.1896901,91.7546574,0,0,1,0.63,0,5.33
26.1448858,91.6969751,15,1,1,0.48,2,1.43
26.1416304,91.7191186,9,0,0,0.38,0,2.73
26.1441178,91.6684059,3,0,0,0.49,0,8.59
26.1532468,91.7178208,19,0,0,0.16,0,3.53
26.182223,91.7596258,23,0,1,0.39,1,4.63
26.1588869,91.7074939,6,1,1,0.65,3,2.29
26.1678648,91.6729869,1,0,1,0.87,5,4.84
26.1872219,91.7967226,13,0,1,0.83,3,0.09
26.1731069,91.7465142,8,0,1,0.41,2,0.15
26.1338728,91.6735902,2,1,0,0.76,3,10.0
26.1592865,91.707043,2,0,0,0.75,5,7.94
26.1571982,91.7035543,8,1,1,0.68,3,1.15
26.1595832,91.6823457,8,0,1,0.37,0,2.17
26.1399078,91.6708489,23,0,1,0.51,4,4.85
26.1526591,91.7034099,8,0,0,0.15,0,2.98
26.1823996,91.7727235,7,1,1,0.78,2,2.4
26.1514448,91.6862248,3,0,1,0.76,3,5.74
26.1808383,91.7720201,4,1,1,0.85,5,5.58
26.1702519,91.7660592,1,0,1,0.51,2,5.22
26.1859916,91.782614,3,0,1,0.88,3,4.53
26.1413031,91.6438687,3,0,1,0.68,3,5.04
26.1116174,91.6840098,3,0,1,0.84,1,3.61
26.1542243,91.7314273,13,0,1,0.66,2,0.17
26.1894494,91.800693,12,0,1,0.81,4,0.75
26.1227387,91.7176466,1,1,0,0.81,0,9.59
26.1902066,91.790394,20,0,1,0.66,4,1.29
26.1156136,91.7086444,1,0,1,0.14,1,6.18
26.1545037,91.7321998,3,1,1,0.71,4,6.16
26.1582354,91.6766921,8,1,0,0.63,1,2.74
26.1658927,91.6708499,20,0,0,0.9,2,2.21
26.119145,91.6965502,15,0,1,0.21,3,2.47
26.1884424,91.7723042,4,0,0,0.46,5,7.85
26.1754042,91.7305079,6,0,1,0.88,5,1.73
26.1468647,91.7098983,11,0,1,0.49,0,0.79
26.1800984,91.7784494,17,1,1,0.88,4,1.54
26.137996,91.7006537,9,0,1,0.39,0,1.16
26.1803267,91.7457819,8,0,1,0.87,2,0.0
26.1402838,91.6704208,1,1,1,0.29,4,6.84
26.1604844,91.6801332,5,0,1,0.47,4,2.67
26.1725617,91.7506966,16,1,1,0.22,2,0.82
26.1308352,91.7192593,14,0,1,0.53,5,1.39
26.1913614,91.8045584,22,0,0,0.54,0,8.98
26.1992043,91.8012969,10,1,0,0.53,1,2.72
26.1704799,91.74749,3,0,0,0.72,2,8.35
26.1392542,91.7063909,5,0,1,0.83,0,2.11
26.1896014,91.8006218,20,0,1,0.33,2,1.21
26.1752023,91.7581665,19,0,1,0.59,5,1.55
26.1202865,91.6823568,7,0,0,0.61,0,4.52
26.1849699,91.7918005,1,1,0,0.12,1,9.97
26.1700292,91.7316703,2,1,1,0.15,0,6.27
26.1838002,91.7667686,0,0,0,0.51,2,8.49
26.1351898,91.6988538,0,1,1,0.12,3,5.94
26.1702304,91.7350377,15,0,1,0.21,4,1.72
26.1768777,91.7365533,6,1,1,0.53,3,2.68
26.1913505,91.8049608,9,0,0,0.33,2,3.52
26.183273,91.7961409,4,0,1,0.29,3,5.2
26.1665788,91.7192222,11,0,1,0.77,4,0.08
26.1760881,91.7400379,17,0,1,0.12,0,2.12
26.1578118,91.7083767,7,0,1,0.53,0,1.79
26.1802614,91.7520037,1,1,1,0.34,0,6.28
26.1881542,91.8019728,23,0,0,0.81,3,8.71
26.1422953,91.6590142,20,1,1,0.36,5,0.8
26.1429469,91.6760694,6,1,1,0.6,5,2.12
26.1172431,91.703074,14,0,0,0.24,0,4.06
26.1687736,91.7466937,16,1,1,0.17,4,1.43
26.1517778,91.6674124,9,0,0,0.85,4,2.25
26.1899647,91.7801097,20,1,0,0.71,0,2.77
26.1636949,91.7465666,10,0,1,0.81,0,0.52
26.1571287,91.7031202,22,0,1,0.42,3,4.83
26.1872385,91.7539526,23,0,0,0.43,5,8.95
26.1586101,91.6994416,1,0,1,0.66,0,5.94
26.1285714,91.6817062,23,0,1,0.23,1,4.81
26.1847114,91.7500354,21,0,1,0.83,0,0.2
26.1278281,91.6917446,4,1,1,0.17,3,5.95
26.1675291,91.7658524,13,0,1,0.69,5,0.57
26.1779537,91.7339972,20,1,1,0.31,4,2.78
26.1836065,91.8024394,7,0,0,0.13,0,3.87
26.1400628,91.6410446,16,0,0,0.65,2,3.72
26.1809895,91.7640747,8,0,1,0.59,3,1.04
26.1781539,91.7340607,1,0,1,0.18,5,5.44
26.176424,91.7572321,12,0,1,0.11,3,1.93
26.1587012,91.6888519,4,0,0,0.22,4,8.05
26.1183545,91.7037646,11,0,0,0.89,4,2.14
26.1762012,91.7323536,17,0,0,0.1,3,3.46
26.1509423,91.6684307,13,0,0,0.3,5,4.06
26.1614706,91.6480262,1,0,0,0.85,4,7.96
26.1984805,91.8001091,10,0,0,0.77,0,2.26
26.1509399,91.69651,14,1,1,0.6,1,0.0
26.1743219,91.7581325,4,0,1,0.81,2,5.06
26.1858713,91.7836225,16,0,0,0.37,0,2.76
26.1494527,91.6795925,19,0,1,0.19,3,1.41
26.2070076,91.8101236,22,0,0,0.26,3,8.61
26.1718564,91.7336455,19,1,1,0.58,2,1.01
26.1439467,91.664513,2,0,1,0.58,0,4.4
26.1735328,91.766991,17,1,1,0.77,4,0.67
26.1474189,91.6908883,11,1,1,0.11,4,2.12
26.1859519,91.760903,19,0,1,0.57,2,1.06
26.1528084,91.6583358,1,0,0,0.51,4,8.1
26.1411791,91.6591666,7,1,0,0.82,5,3.27
26.1829627,91.7691207,15,0,0,0.84,4,2.25
26.1651615,91.6796155,2,0,1,0.6,1,4.78
26.1803335,91.7546468,1,0,1,0.56,4,5.83
26.1617157,91.6929764,5,0,1,0.56,5,1.6
26.1308281,91.7010067,16,0,1,0.26,2,1.88
26.1614906,91.7324604,18,1,0,0.39,4,2.97
26.1464043,91.6914056,7,0,1,0.2,5,1.78
26.1585226,91.6578819,12,1,0,0.9,2,2.11
26.1397919,91.6405337,2,0,1,0.11,2,6.45
26.1662544,91.6784487,2,1,1,0.4,0,6.75
26.1439452,91.6824262,19,1,0,0.22,1,4.19
26.1454726,91.6780694,4,0,1,0.19,4,4.22
26.1867309,91.8009958,5,0,1,0.37,0,1.87
26.1649773,91.7466312,15,0,0,0.86,3,2.16
26.1498767,91.6505646,20,0,0,0.72,0,2.91
26.1863611,91.7886275,14,0,1,0.77,3,0.16
26.122527,91.7011158,13,0,1,0.58,1,0.48
26.1853738,91.7444586,18,0,1,0.51,4,0.17
26.1485469,91.6651397,14,0,0,0.36,2,2.52
26.1621332,91.6877077,23,1,0,0.83,0,9.39
26.1851324,91.7607195,15,0,0,0.76,0,2.05
26.1448686,91.6640606,11,0,1,0.5,2,1.15
26.1571301,91.6570949,21,1,1,0.38,0,1.07
26.1801838,91.7834059,15,0,1,0.33,1,2.3
26.1846683,91.7864522,16,0,0,0.84,4,1.94
26.1687796,91.6788085,19,1,1,0.29,1,1.48
26.1452831,91.6644034,5,0,1,0.43,2,1.42
26.1472194,91.6822107,11,1,1,0.32,1,0.94
26.1756068,91.7399875,21,0,1,0.83,2,0.92
26.1458019,91.6652453,10,1,1,0.17,0,2.08
26.1641456,91.7553613,3,0,0,0.45,4,8.62
26.1441441,91.6678604,17,0,1,0.53,1,0.87
26.1881705,91.7607314,0,1,0,0.53,5,9.22
26.1268266,91.7196098,12,1,0,0.12,4,3.72
26.1816221,91.7619921,20,0,1,0.66,3,1.65
26.1924413,91.7802786,14,0,1,0.51,3,0.61
26.1849088,91.7708116,3,0,0,0.26,1,8.01
26.1964587,91.7749252,14,0,1,0.27,2,1.3
26.16395,91.6944206,21,1,0,0.22,0,3.34
26.1934532,91.7867429,15,0,1,0.78,4,0.11
26.1861423,91.7534653,15,0,1,0.31,1,1.39
